853,902,3.9
486,443,3.9
604,158,9.8
756,767,1.0
733,305,4.1
804,399,3.9
76,971,2.5
338,38,9.0
115,13,4.6
702,721,2.3
62,508,8.9
151,606,3.7
811,264,2.2
637,744,2.5
860,887,3.6
314,929,8.8
159,227,8.1
132,188,4.0
248,52,4.6
424,504,6.2
236,601,5.4
126,645,1.5
843,446,5.5
572,342,2.8
139,310,6.7
223,329,4.7
481,460,5.8
202,144,3.5
716,31,5.6
782,436,4.1
553,124,2.4
682,210,4.1
952,117,9.7
204,859,3.0
204,521,3.9
894,669,4.4
427,84,4.4
371,377,4.6
689,917,7.3
722,122,8.3
686,659,2.7
141,828,8.1
664,682,3.5
983,361,8.0
5,688,9.6
510,994,6.9
775,377,7.6
272,837,2.0
469,287,8.9
366,934,4.9
569,412,3.1
918,807,5.3
899,538,6.8
615,387,4.5
676,872,9.5
234,627,1.1
529,146,2.3
152,71,6.5
810,960,2.3
175,259,8.5
956,968,2.4
316,603,1.5
931,168,1.3
336,960,2.5
595,23,6.5
342,767,4.0
692,778,2.2
689,352,5.2
248,744,2.7
29,731,7.2
900,30,6.0
867,896,5.8
342,148,5.1
53,609,3.7
893,106,4.2
240,668,2.8
679,222,1.3
633,268,2.9
849,529,9.4
480,37,7.1
759,617,5.9
106,647,9.3
369,832,7.2
648,301,1.5
560,382,5.9
146,291,6.2
44,525,7.0
402,356,1.5
803,680,7.0
986,491,3.7
394,412,2.5
786,354,3.3
502,443,4.1
959,892,1.6
994,500,1.9
858,597,7.5
100,936,1.2
907,953,6.7
134,15,4.4
378,569,2.2
864,980,9.3
71,791,6.6
330,370,3.4
818,731,4.1
765,667,5.7
360,914,2.2
150,981,8.1
382,885,9.1
746,969,1.3
997,4,4.4
609,665,7.1
175,321,7.9
23,28,6.1
498,801,8.1
32,505,6.8
137,23,9.8
224,410,4.6
690,298,3.0
728,281,3.0
164,458,8.8
282,74,1.3
807,197,4.8
507,199,1.4
770,491,7.2
846,694,1.4
918,375,5.6
99,766,6.0
67,23,3.4
328,295,6.6
196,224,7.9
469,144,5.8
464,436,3.3
154,131,6.0
698,325,2.7
170,630,3.1
836,772,7.0
827,171,7.8
729,444,3.5
806,705,6.0
255,240,2.2
45,277,5.2
422,471,2.2
165,106,7.8
570,861,7.6
965,581,3.0
752,201,7.7
23,336,4.9
990,149,5.9
975,264,6.6
252,372,5.3
903,400,2.7
104,706,6.8
736,777,1.3
805,162,4.0
583,924,3.8
392,855,8.6
17,430,4.8
228,93,7.9
719,846,6.0
369,663,8.3
318,217,3.7
24,435,2.8
595,474,3.8
279,612,4.2
848,601,4.9
722,220,4.6
698,34,5.0
77,271,4.0
404,21,2.9
697,806,1.9
570,773,6.8
490,415,9.1
207,434,2.8
224,799,9.9
952,270,8.4
161,166,4.2
874,978,9.4
598,255,3.9
198,139,2.4
547,923,3.3
752,43,3.5
775,702,8.2
956,13,8.3
670,3,1.2
520,200,7.4
727,975,3.4
16,750,5.8
16,464,7.6
483,173,3.4
672,575,7.5
653,508,5.9
55,386,4.7
285,431,2.3
526,899,7.8
615,314,1.2
544,172,2.3
954,823,4.7
615,589,2.2
35,984,1.6
923,822,2.2
160,515,2.5
223,848,3.4
266,295,9.8
886,779,6.5
496,422,4.5
848,169,7.5
988,830,10.0
443,671,5.2
540,628,4.1
189,702,5.1
85,340,5.0
838,946,4.6
719,251,7.1
22,258,1.0
688,764,7.2
345,567,5.4
705,92,2.3
911,225,1.7
779,75,3.5
529,788,1.9
117,507,9.0
790,531,3.0
115,566,3.7
394,884,4.9
187,446,6.1
409,328,2.3
248,263,2.3
163,850,3.9
477,794,6.3
56,17,2.4
127,766,7.2
703,738,1.2
9,341,7.4
395,238,9.9
275,265,7.0
345,422,5.0
389,575,7.0
411,632,5.6
2,805,6.9
375,849,4.2
463,995,4.9
311,128,9.3
71,924,1.2
261,552,5.7
564,384,1.7
70,863,4.8
522,626,10.0
93,218,5.8
503,661,3.0
789,876,9.3
889,874,7.3
566,665,9.9
217,123,2.8
311,489,5.2
138,830,9.7
998,730,6.6
719,274,9.3
853,726,9.1
455,393,4.9
28,926,4.3
466,88,3.1
91,321,3.5
814,800,9.9
534,429,9.4
875,864,1.2
577,870,6.4
372,179,4.9
810,700,2.1
903,401,2.5
71,56,8.4
235,823,2.0
911,294,6.6
699,728,8.4
153,821,3.2
718,344,7.4
258,778,7.6
882,147,9.9
394,835,6.9
952,89,9.3
204,717,5.0
274,819,3.3
206,539,1.6
730,27,7.8
489,118,9.4
131,826,3.7
832,540,1.8
950,622,6.1
850,608,7.0
925,358,3.3
345,151,3.0
569,125,9.1
897,280,5.9
549,538,8.6
165,565,9.7
158,40,6.5
319,132,4.5
168,259,3.0
199,309,1.2
289,947,7.7
32,545,8.7
870,173,2.9
696,813,3.3
900,412,2.3
255,689,1.1
979,33,9.6
30,551,1.4
193,183,4.5
357,650,9.7
25,272,4.5
575,352,6.1
210,927,9.4
500,478,9.7
845,826,3.0
204,304,7.7
930,763,8.9
619,427,6.9
949,320,9.2
980,369,4.7
426,386,2.2
802,864,5.0
712,856,6.9
764,290,9.9
416,592,6.0
853,989,3.6
129,59,4.1
84,392,7.7
524,109,3.8
342,814,2.2
675,1,4.9
953,846,2.7
993,622,6.3
159,809,3.0
309,430,4.5
